concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,CDM_table,CDM_variable,status,rationale,valid_for_episode_type,valid_for_question
2000003005,"Other treatment, not otherwise specified",Procedure,AFBSTEP,Procedure,S,AFBSTEP_PROC_OTHER,2026-01-01,2099-12-31,procedure_occurrence,procedure_concept_id,custom_proposed,"Catch-all category for treatments not covered by other treatment_cat values. Source: treatment_cat, value 14.",,
2000003006,Cardiac device implantation or revision,Procedure,AFBSTEP,Procedure,S,AFBSTEP_CARDIAC_DEVICE_IMPLANTATION_OR_REVISION,2026-01-01,2099-12-31,procedure_occurrence,procedure_concept_id,custom_proposed,No standard SNOMED procedure concept covering both implantation and revision as one combined category.,,
2000003007,Coronary revascularisation,Procedure,AFBSTEP,Procedure,S,AFBSTEP_CORONARY_REVASCULARISATION,2026-01-01,2099-12-31,procedure_occurrence,procedure_concept_id,custom_proposed,Catch-all category for coronary revascularisation procedures (PCI or CABG) as a single baseline/history variable.,,
2000004000,CIED present (any type),Device,AFBSTEP,Device,S,AFBSTEP_CIED_PRESENT,2026-01-01,2099-12-31,device_exposure,device_concept_id,custom_proposed,"No standard SNOMED device concept for the general fact ""any CIED present"" as a device category, as distinct from specific device types (pacemaker, ICD, CRT). Source: AFBSTEP baseline codebook, variable mh_dev.",,
2000004001,Radiofrequency energy source,Device,AFBSTEP,Device,S,AFBSTEP_ENERGY_RF,2026-01-01,2099-12-31,device_exposure,device_concept_id,custom_proposed,"No standalone SNOMED device concept for ""radiofrequency"" as an energy source category independent of a specific procedure. Source: AFBSTEP followup_treatment codebook, variable energy_modality, value 1.",,
2000004002,Cryoballoon energy source,Device,AFBSTEP,Device,S,AFBSTEP_ENERGY_CRYO,2026-01-01,2099-12-31,device_exposure,device_concept_id,custom_proposed,"No standalone SNOMED device concept for ""cryoballoon"" as an energy source category. Source: AFBSTEP followup_treatment codebook, variable energy_modality, value 2.",,
2000004003,Laser energy source,Device,AFBSTEP,Device,S,AFBSTEP_ENERGY_LASER,2026-01-01,2099-12-31,device_exposure,device_concept_id,custom_proposed,"No standalone SNOMED device concept for ""laser"" as an ablation energy source category. Source: AFBSTEP followup_treatment codebook, variable energy_modality, value 4.",,
2000004004,Other/unspecified ablation energy source,Device,AFBSTEP,Device,S,AFBSTEP_ENERGY_OTHER,2026-01-01,2099-12-31,device_exposure,device_concept_id,custom_proposed,"Catch-all category for ablation energy sources not otherwise specified. Source: AFBSTEP followup_treatment codebook, variable energy_modality, value 5.",,
2000004005,Other/Unspecified ablation energy source for pulmonary vein to left atrium conduction system,Device,AFBSTEP,Device,S,AFBSTEP_PVI_ENERGY_UNSPECIFIED,2026-01-01,2099-12-31,device_exposure,device_concept_id,custom_proposed,No standalone SNOMED device concept for an unspecified PVI energy source at the pulmonary-vein-to-left-atrium conduction site.,,
2000004006,Wearable photoplethysmography device (smartwatch/smart ring),Device,AFBSTEP,Device,S,AFBSTEP_WEARABLE_PPG,2026-01-01,2099-12-31,device_exposure,device_concept_id,custom_proposed,"No standard SNOMED/LOINC device concept for consumer wearable PPG devices (smartwatches, smart rings) as a device category, as distinct from the photoplethysmography technique itself (4216243). Source: AFBSTEP afburden/afepisodes codebook, variable assessmentmodality/afepisode_modality, value 5.",,
2000004007,Pulsed-field energy source,Device,AFBSTEP,Device,S,AFBSTEP_ENERGY_PFA,2026-01-01,2099-12-31,device_exposure,device_concept_id,custom_proposed,"No standalone SNOMED device concept for ""pulsed-field""/irreversible electroporation as an energy source category independent of a specific catheter system. Available SNOMED concepts (e.g. 604668, 45764827) describe physical device systems, not the energy modality itself — inconsistent with the sibling concepts for radiofrequency and cryoballoon energy sources, which are abstract energy categories. Source: AFBSTEP followup_treatment codebook, variable energy_modality, value 3.",,
2000005000,"Peri-procedural complication, unspecified",Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_PROC_COMPLICATION,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,"No standard SNOMED concept for a generic, unspecified peri-procedural complication flag. Source: AFBSTEP followup_treatment codebook, variable procedure_complication.",,
2000005001,"Hospitalization, any cause",Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_HOSP_ANY,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,"Not a specific clinical diagnosis but a study endpoint category (""hospitalization for any reason""). Source: AFBSTEP followup_outcomes codebook, variable event_cat, value 13.",,
2000005002,Major bleeding (ISTH criteria),Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_BLEED_MAJOR,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,"No standard SNOMED concept for a general, unspecified ""major bleeding"" endpoint per ISTH criteria. Source: AFBSTEP followup_outcomes codebook, variable event_cat, value 20.",,
2000005003,"Clinically relevant non-major bleeding (CRNM, ISTH criteria)",Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_BLEED_CRNM,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,"No standard SNOMED concept for CRNM bleeding, a specific ISTH classification used in anticoagulation trials. Source: AFBSTEP followup_outcomes codebook, variable event_cat, value 21.",,
2000005004,Decline in eGFR of 50% or more from baseline,Condition,AFBSTEP,Clinical Observation,S,AFBSTEP_EGFR_DECLINE50,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,"No standard SNOMED/LOINC concept for a relative percentage decline in eGFR as an endpoint category. Source: AFBSTEP followup_outcomes codebook, variable event_cat, value 30.",,
2000005005,Atrial fibrillation recurrence,Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_AF_RECURRENCE,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,"No standard SNOMED concept distinguishing ""recurrent"" atrial fibrillation as a temporal/study-endpoint category. Source: AFBSTEP followup_outcomes codebook, variable event_cat, value 41.",,
2000005006,Atrial tachycardia recurrence,Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_AT_RECURRENCE,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,"No standard SNOMED concept distinguishing ""recurrent"" atrial tachycardia. Source: AFBSTEP followup_outcomes codebook, variable event_cat, value 42.",,
2000005007,New-onset atrial fibrillation (first documented episode),Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_AF_NEWONSET,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,"No standard SNOMED concept distinguishing ""new-onset"" atrial fibrillation as a temporal/study-endpoint category, as opposed to the general diagnosis (concept_id 313217). Source: AFBSTEP followup_outcomes codebook, variable event_cat, value 40.",,
2000005008,Atrial fibrillation progression,Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_ATRIAL_FIBRILLATION_PROGRESSION,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,No standard SNOMED concept for AF progression (e.g. paroxysmal to persistent) as a study-endpoint category.,,
2000005009,Systemic embolism,Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_SYSTEMIC_EMBOLISM,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,No standard SNOMED concept for systemic (non-cerebral) embolism as a general study-endpoint category.,,
2000005010,Heart failure hospitalisation,Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_HEART_FAILURE_HOSPITALISATION,2026-01-01,2099-12-31,condition_occurrence,condition_concept_id,custom_proposed,"No standard SNOMED concept for hospitalization specifically attributed to heart failure as a study-endpoint category, as distinct from hospitalization for any cause (2000005001).",,
2000006000,Death due to non-cardiovascular cause,Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_DEATH_NONCV,2026-01-01,2099-12-31,death,cause_concept_id,custom_proposed,"No standard SNOMED concept for the general study-endpoint category ""non-cardiovascular cause of death"". Source: AFBSTEP followup_outcomes codebook, variable death_cause, value 0.",,
2000006001,"Death due to cardiovascular cause, unspecified",Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_DEATH_CV_UNSPEC,2026-01-01,2099-12-31,death,cause_concept_id,custom_proposed,"No standard SNOMED concept for the general study-endpoint category ""cardiovascular cause of death, unspecified"". Source: AFBSTEP followup_outcomes codebook, variable death_cause, value 1.",,
2000006002,Death due to stroke (unspecified),Condition,AFBSTEP,Clinical Finding,S,AFBSTEP_DEATH_STROKE_UNSPEC,2026-01-01,2099-12-31,death,cause_concept_id,custom_proposed,"No matching standard SNOMED concept for a general ""stroke as cause of death"" category, subtype unspecified. Source: AFBSTEP followup_outcomes codebook, variable death_cause, value 5. Where a partner's source data specifies the stroke subtype, a more precise standard concept should be used instead (see the general note on searching Athena for finer-grained cause of death concepts).",,
2000007000,Administrative end of study follow-up (planned),Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_CENSOR_ADMIN_END,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"No standard SNOMED/clinical concept exists for a study-administrative reason for follow-up ending. Source: AFBSTEP followup codebook, variable censor_reason, value 1.",,
2000007001,Last sign of life confirmed via automated remote CIED device transmission,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_CONTACT_DEVICE_REMOTE,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard SNOMED concept found for confirmation of patient status via automatic remote cardiac device monitoring/transmission. Source: AFBSTEP followup codebook, variable last_contact_setting, value 5.",,
2000007002,Ascertainment source of outcome event,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_ASCERTAIN_SOURCE,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"Generic parent concept for ""how was the last contact/ascertainment for this outcome event obtained"". Source: AFBSTEP followup_outcomes codebook, variable source.",,
2000007003,Monitoring adherence (weeks with transmission),Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_ADHERENCE,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"Source: AFBSTEP afburden codebook, variable adherence (Zeemering definition).",,
2000008000,Time since first atrial fibrillation diagnosis,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_AFIB_TIME_SINCE_DX,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"No matching standard SNOMED/LOINC concept for a study-specific derived time interval ""days since first AF diagnosis, relative to inclusion"". Source: AFBSTEP baseline codebook.",,
2000008001,Duration of longest atrial fibrillation/SCAF episode before inclusion,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_AFIB_LONGEST_EPISODE,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"No matching standard SNOMED concept for AF-specific longest-episode duration. Source: AFBSTEP baseline codebook, variable mh_hr_afib_longest_ep.",,
2000008002,"Atrial fibrillation burden, percent time in AF",Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AFBURDEN,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard LOINC/SNOMED concept found for ""AF burden"" as a continuous percentage measure. This is a relatively recent, research-driven metric not yet represented in standard vocabularies. Source: AFBSTEP afburden codebook, variable afburden_value.",2000011002,
2000008003,AF burden estimation method,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_METHOD_PARENT,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"Parent concept linking to the specific estimation method used for AF burden calculation. Source: AFBSTEP afburden codebook, variable afburden_method.",2000011002,
2000008004,"AF burden method: percent time, continuous CIED monitoring",Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_METHOD_PCTTIME,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard concept names the method used to estimate AF burden; the parent question concept (2000008003) is itself custom, so its answers can have no standard equivalents. AF burden measured as the percent of monitored time spent in AF, from continuous CIED monitoring. Source: AFBSTEP afburden codebook, variable afburden_method, value 1.",,2000008003
2000008005,"AF burden method: percent ECGs, intermittent monitoring",Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_METHOD_PCTECG,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard concept names the method used to estimate AF burden; the parent question concept (2000008003) is itself custom, so its answers can have no standard equivalents. AF burden estimated as the proportion of intermittently recorded ECGs classified as AF. Source: AFBSTEP afburden codebook, variable afburden_method, value 2.",,2000008003
2000008006,AF burden method: derived from days in sinus rhythm,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_METHOD_SRDERIVED,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard concept names the method used to estimate AF burden; the parent question concept (2000008003) is itself custom, so its answers can have no standard equivalents. AF burden derived from the recorded number of days in sinus rhythm rather than measured directly. Source: AFBSTEP afburden codebook, variable afburden_method, value 3.",,2000008003
2000008007,Fraction of days in sinus rhythm,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_SR_FRACTION,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"Source: AFBSTEP afburden codebook, variable sr_fraction (EAST-AFNET 4 sensitivity definition).",2000011002,
2000008008,Number of analysable ECGs in monitoring period,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_N_ECG_TOTAL,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,Denominator for intermittent AF-burden estimation. Source: variable n_ecg_total.,2000011002,
2000008009,Number of ECGs classified as AF in monitoring period,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_N_ECG_AF,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,Numerator for intermittent AF-burden estimation. Source: variable n_ecg_af.,2000011002,
2000009000,Mode of AF-burden assessment,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_ASSESS_MODE,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"No standard concept asks how a burden assessment was carried out as a question with a controlled answer set; the modes AFBSTEP distinguishes are project-specific. Parent question concept for the mode of assessment, answered by 2000009034, 2000009001 and 2000009002. Source: AFBSTEP afburden codebook, variable assessmentmode.",,
2000009001,Intermittent monitoring mode,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_MODE_INTERMITTENT,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard concept names this monitoring mode as an answer to how AF burden was assessed; the parent question concept (2000009000) is itself custom, so its answers can have no standard equivalents. Monitoring performed as repeated discrete recordings rather than continuously, leaving gaps between them. Source: AFBSTEP afburden codebook, variable assessmentmode, value 2.",,2000009000
2000009002,Single assessment mode,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_MODE_SINGLE,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard concept names this monitoring mode as an answer to how AF burden was assessed; the parent question concept (2000009000) is itself custom, so its answers can have no standard equivalents. Burden derived from a single assessment rather than from repeated or continuous monitoring. Source: AFBSTEP afburden codebook, variable assessmentmode, value 3.",,2000009000
2000009003,AF/atrial arrhythmia episode duration,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_EPISODE_DURATION,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"Parent concept for episode duration observation. Source: AFBSTEP afepisodes codebook, variable afepisode_duration.",2000011003,
2000009004,Maximum atrial/ventricular rate during arrhythmia episode,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_MAXRATE,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard LOINC/SNOMED concept for peak heart rate during a specific arrhythmia episode. Source: AFBSTEP afepisodes codebook, variable afepisode_maxrate.",2000011003,
2000009005,Symptomatic status during arrhythmia episode,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_EPISODE_SYMPTOMATIC,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"Parent concept linking to whether the episode was symptomatic (value_as_concept_id = 4142947 Symptomatic, SNOMED qualifier). Source: AFBSTEP afepisodes codebook, variable afepisode_symptomatic.",2000011003,
2000009006,AFEQT Score,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_AFEQT_TOTALSCORE,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"No standard concept for the Atrial Fibrillation Effect on QualiTy-of-life (AFEQT) total score, a validated AF-specific patient-reported outcome measure.",,
2000009007,Atrial fibrillation modified EHRA symptom class (mEHRA),Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_mEHRA,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,No standard concept for the modified EHRA symptom classification specific to atrial fibrillation.,,
2000009008,mEHRA class I: no symptoms,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_MEHRA_I,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard vocabulary encodes the modified EHRA scale, so its classes have no standard answer concepts; the parent question concept (2000009007) is itself custom. Modified EHRA symptom class I: no symptoms attributable to atrial fibrillation. Answer concept for 2000009007.",,2000009007
2000009009,mEHRA class IIa: mild symptoms; normal daily activity not affected,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_MEHRA_IIA,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard vocabulary encodes the modified EHRA scale, so its classes have no standard answer concepts; the parent question concept (2000009007) is itself custom. Modified EHRA symptom class IIa: mild symptoms, normal daily activity not affected by AF-related symptoms. Answer concept for 2000009007.",,2000009007
2000009010,mEHRA class IIb: moderate symptoms; normal daily activity not affected but patient troubled by symptoms,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_MEHRA_IIB,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard vocabulary encodes the modified EHRA scale, so its classes have no standard answer concepts; the parent question concept (2000009007) is itself custom. Modified EHRA symptom class IIb: moderate symptoms, normal daily activity not affected, but patient troubled by symptoms. Answer concept for 2000009007.",,2000009007
2000009011,mEHRA class III: severe symptoms; normal daily activity affected,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_MEHRA_III,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard vocabulary encodes the modified EHRA scale, so its classes have no standard answer concepts; the parent question concept (2000009007) is itself custom. Modified EHRA symptom class III: severe symptoms, normal daily activity affected by AF-related symptoms. Answer concept for 2000009007.",,2000009007
2000009012,mEHRA class IV: disabling symptoms; normal daily activity discontinued,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_MEHRA_IV,2026-01-01,2099-12-31,observation,value_as_concept_id,custom_proposed,"No standard vocabulary encodes the modified EHRA scale, so its classes have no standard answer concepts; the parent question concept (2000009007) is itself custom. Modified EHRA symptom class IV: disabling symptoms, normal daily activity discontinued. Answer concept for 2000009007.",,2000009007
2000009013,Longest atrial fibrillation episode duration during monitoring window,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_EPISODE_DUR_MAX,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for the longest single AF episode duration within an aggregated monitoring window. Derived from device-reported episode-level data (e.g. Abbott Merlin.net, Medtronic CareLink remote monitoring exports).",2000011002,
2000009014,Shortest atrial fibrillation episode duration during monitoring window,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_EPISODE_DUR_MIN,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for the shortest single AF episode duration within an aggregated monitoring window.,2000011002,
2000009015,Average atrial fibrillation episode duration during monitoring window,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_EPISODE_DUR_MEAN,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for the mean AF episode duration across all episodes within an aggregated monitoring window.,2000011002,
2000009016,Standard deviation of atrial fibrillation episode duration during monitoring window,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_EPISODE_DUR_SD,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for the dispersion of AF episode durations within an aggregated monitoring window.,2000011002,
2000009017,Average heart rate during atrial fibrillation,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_HR_MEAN,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for mean ventricular rate during AF over a monitoring window, as distinct from the peak rate already pinned (2000009004, maximum rate during a single episode).",2000011002,
2000009018,Standard deviation of average heart rate during atrial fibrillation,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_HR_SD,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for the dispersion of the mean ventricular rate during AF within a monitoring window.,2000011002,
2000009019,Number of beats per atrial fibrillation episode,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_EPISODE_BEATCOUNT,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for the total beat count within a single AF episode, as distinct from a rate measure. Describes one disaggregated episode, not a window aggregate.",2000011003,
2000009020,Number of atrial fibrillation episodes during monitoring window,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_EPISODE_COUNT,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for a count of discrete AF episodes within an aggregated monitoring window, as distinct from the burden percentage (2000008002).",2000011002,
2000009021,Absolute time in atrial fibrillation during monitoring window,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_TIME_ABSOLUTE,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for the absolute duration of AF within a window, as distinct from the burden percentage (2000008002). Some device exports report both.",2000011002,
2000009022,Date of first atrial fibrillation detection within monitoring window,Observation,AFBSTEP,Clinical Observation,S,AFBSTEP_AF_FIRST_DETECT_DATE,2026-01-01,2099-12-31,observation,observation_concept_id,custom_proposed,"No standard concept for the first AF detection timestamp within a monitoring window, relevant for time-to-event analyses.",2000011002,
2000009023,Percent atrial paced,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_PERCENT_PACED_A,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for the percentage of atrial beats that were paced, as reported by CIED remote monitoring.",2000011002,
2000009024,Percent ventricular paced,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_PERCENT_PACED_V,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for the percentage of ventricular beats that were paced.,2000011002,
2000009025,Number of AT/AF shocks delivered,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_SHOCKS_ATAF,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for the count of device-delivered shocks for atrial tachyarrhythmia/AF.,2000011002,
2000009026,Number of VT/VF shocks delivered,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_SHOCKS_VTVF,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,No standard concept for the count of device-delivered shocks for ventricular tachycardia/fibrillation.,2000011002,
2000009027,Device-measured patient activity duration,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_ACTIVITY_DURATION,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for accelerometer-derived daily activity duration reported by a CIED, as distinct from patient-reported activity surveys (e.g. 46235546, PASII).",2000011002,
2000009028,Fluid status threshold crossing count,Measurement,AFBSTEP,Clinical Observation,S,AFBSTEP_FLUID_THRESHOLD_CNT,2026-01-01,2099-12-31,measurement,measurement_concept_id,custom_proposed,"No standard concept for the count of device-detected fluid status threshold crossings, used as an indirect heart failure decompensation marker.",2000011002,
